"id_producto","nombre","categoria","precio","costo","stock","proveedor","fecha_ingreso","activo","rating"
"499","Europea Ojos","Hogar","524.25","225.31","4","Novoa & Asociados S.A.","2025-02-22","False","4.3"
"500","Según Mundo","Moda","697.09","241.46","117","Jesús Garcés Nicolau S.Com.","2024-01-10","False","1.4"
"501","Universidad Servicios","Electrónicos","112.17","186.94","153","Marcial Narváez Ruano S.L.N.E","2024-02-23","True","2.5"
"502","Jorge Cámara","Hogar","645.16","340.18","35","Briones y Mayoral S.A.U","2025-04-26","True","3.4"
"503","Humano México","Hogar","445.7","362.6","321","Promociones Corbacho y asociados S.L.U.","2025-05-06","True","4.7"
"504","Madrid Estilo","Juguetes","689.7","430.68","44","Menendez y Gabaldón S.Com.","2024-04-11","True","1.6"
"505","Evitar Todas","Electrónicos","593.68","195.1","493","Hnos Cerro S.C.P","2025-01-25","False","2.3"
"506","Problema Mitad","Hogar","255.31","324.09","127","Grupo Padilla S.Coop.","2024-05-24","False","4.1"
"507","Mayor Frente","Libros","36.56","424.3","448","Soluciones Tirado & Asociados S.C.P","2025-01-06","False","1.8"
"508","Sociales Dejar","Juguetes","514.43","375.18","151","Morán & Asociados S.Coop.","2024-01-15","True","4.1"
"509","Paciente Izquierda","Hogar","499.94","60.81","255","Grupo Marí S.A.T.","2025-08-24","True","3.1"
"510","Producción Llegar","Electrónicos","987.01","467.29","67","Alimentación Boix S.A.T.","2025-06-01","False","4.4"
"511","Democracia Centros","Juguetes","426.65","275.45","88","Hermanos Pino S.A.","2023-12-22","False","4.8"
"512","Lejos Ayer","Electrónicos","26.52","38.43","134","Despacho NHQO S.L.N.E","2024-04-17","True","1.2"
"513","Demás Sol","Electrónicos","949.19","202.0","146","Suministros Alcaraz S.A.","2025-06-16","False","2.7"
"514","Cualquier Alguien","Moda","91.6","270.6","315","Moreno Suarez Cardona S.A.","2023-12-24","True","2.1"
"515","Libertad Porque","Deportes","88.23","460.86","498","Fábrica Meléndez S.L.","2024-06-24","True","3.1"
"516","Nombre Pueden","Moda","590.57","382.8","332","Grupo Ariza S.Com.","2025-07-09","True","2.2"
"517","Música Bajo","Moda","732.66","424.0","29","Manufacturas del Sur S.Com.","2025-02-26","True","1.3"
"518","Defensa Aquí","Moda","124.83","308.09","28","Despacho Española S.Coop.","2025-03-14","False","3.7"
"519","Arriba Cargo","Libros","743.25","64.12","362","Comercial ZR S.Com.","2024-01-30","True","3.8"
"520","Negro Soy","Hogar","501.45","176.62","264","Despacho Internacionales S.Com.","2025-08-16","False","1.7"
"521","Mejores Según","Hogar","752.28","437.36","375","Distribuciones Águila y asociados S.L.","2024-01-06","True","4.1"
"522","Director Economía","Electrónicos","341.66","217.52","268","Alimentación Carbonell y asociados S.L.N.E","2025-09-21","True","2.1"
"523","Actividades Muestra","Juguetes","631.26","250.59","261","Inversiones IW S.L.","2025-02-21","False","1.2"
"524","Nadie Francia","Juguetes","175.21","82.87","395","Alcolea y Niño S.L.","2024-02-14","True","4.6"
"525","Principios Problemas","Libros","725.55","118.06","260","Hnos Coll S.Coop.","2024-11-10","True","1.2"
"526","Región Eran","Electrónicos","252.11","238.52","196","Raúl Cañellas Quevedo S.Coop.","2024-02-01","True","1.7"
"527","Relación Tengo","Electrónicos","557.34","457.4","379","Blazquez y Alonso S.Com.","2024-05-19","False","1.9"
"528","Esas Día","Hogar","422.09","361.54","138","Marín y Velázquez S.Com.","2025-07-18","True","3.3"
"529","Cambios Falta","Electrónicos","507.02","451.46","91","Finanzas Heredia y asociados S.L.U.","2024-06-27","True","4.2"
"530","Clase Obra","Electrónicos","954.54","39.12","238","Industrias Rocamora S.A.","2023-12-30","False","4.1"
"531","Presenta Medios","Deportes","334.03","278.78","4","Grupo Salas S.Coop.","2025-03-18","False","1.8"
"532","Jóvenes Ocasión","Juguetes","786.66","371.09","124","Hnos Cervantes S.Com.","2024-02-27","False","2.5"
"533","Así Posibilidades","Moda","997.81","389.06","375","Alberdi y Acuña S.Coop.","2025-10-19","True","1.6"
"534","Posibilidades Costa","Moda","33.67","273.06","325","Tecnologías Castellana S.Com.","2024-03-06","True","4.8"
"535","Grandes Bueno","Electrónicos","761.34","191.26","377","Colomer y Toro S.A.","2025-05-16","False","1.4"
"536","Rey Ministro","Juguetes","983.28","212.81","492","Comercializadora Avanzadas S.Com.","2024-12-12","True","4.9"
"537","Pensar Comunicación","Hogar","714.54","51.05","471","Comercializadora XJH S.Com.","2025-04-01","True","4.6"
"538","Se Cabeza","Juguetes","418.93","448.31","234","Desarrollo Bonet S.Coop.","2025-07-15","True","3.3"
"539","Agua Partir","Juguetes","142.18","410.88","38","Tecnologías Rosselló & Asociados S.L.N.E","2025-06-02","True","2.7"
"540","Revolución Pablo","Hogar","244.4","134.19","161","Hnos Lillo S.Coop.","2025-05-25","False","3.8"
"541","Españoles Les","Libros","332.99","229.12","119","Grupo Roda S.Coop.","2025-08-31","True","4.8"
"542","Sería Decía","Hogar","782.14","294.43","79","Manufacturas Perera S.C.P","2024-06-10","True","1.7"
"543","Luz Oro","Moda","320.89","64.76","183","Familia Tejada S.A.T.","2024-12-06","True","2.8"
"544","Mes Proceso","Moda","272.36","64.36","80","Estevez y asociados S.Coop.","2025-10-02","False","4.3"
"545","Dólares Centro","Libros","607.27","111.44","438","Consultoría Dávila y asociados S.L.N.E","2024-08-04","False","1.6"
"546","Unión Visita","Libros","255.74","181.09","262","Grupo Marín S.A.","2023-11-13","True","3.7"
"547","Conseguir Particular","Deportes","821.89","91.06","487","Grupo Segovia S.L.","2025-04-24","False","4.4"
"548","Mañana Políticos","Juguetes","750.6","128.68","236","Alimentación Carbonell S.L.N.E","2025-01-04","True","4.2"
"549","Desde Permite","Hogar","130.24","35.53","399","Transportes WM S.Com.","2025-01-06","True","1.5"
"550","Ambiente Muy","Moda","378.52","317.0","330","Minería Agustí y asociados S.A.","2024-10-07","True","3.3"
"551","Mesa Habían","Deportes","918.25","42.12","33","Hnos Garzón S.A.","2023-11-29","True","4.6"
"552","Teoría Aparece","Moda","811.21","50.53","433","Desarrollo Berrocal S.A.","2025-04-15","False","1.5"
"553","Papel Principales","Moda","60.13","462.45","221","Manufacturas Española S.A.","2023-11-17","False","3.0"
"554","Servicios Derecha","Moda","686.38","90.54","109","Grupo Gallego S.Coop.","2025-07-27","True","2.1"
"555","Durante Éste","Moda","884.59","22.15","317","Transportes del Norte S.Coop.","2024-10-09","True","3.6"
"556","Sola Campo","Moda","417.87","277.59","31","Jovita Collado Nicolau S.A.","2023-12-28","True","2.1"
"557","Claro Crisis","Hogar","425.04","323.11","408","Comercial Cañizares y asociados S.L.N.E","2024-08-30","True","3.5"
"558","Presencia Medida","Juguetes","796.9","494.75","400","Grupo Castrillo S.A.","2024-09-07","False","2.9"
"559","Cine Interior","Moda","350.59","285.0","164","Suministros Maza S.L.N.E","2024-01-19","False","2.1"
"560","Gracias Son","Electrónicos","325.69","113.41","458","Finanzas Castellana S.A.","2025-04-20","False","1.2"
"561","Francisco Barcelona","Moda","534.14","384.59","119","Tena y Patiño S.Com.","2024-01-30","True","1.4"
"562","Familia Economía","Libros","248.74","269.18","405","Arnaiz y Nicolau S.Coop.","2025-07-10","True","4.1"
"563","Capaz Dice","Hogar","579.94","491.42","198","Banco Españolas S.L.","2024-09-08","False","4.7"
"564","Luz Cambio","Hogar","184.34","298.3","412","Fábrica Globales S.L.N.E","2025-10-23","False","4.7"
"565","Principio Señor","Electrónicos","706.42","179.08","290","Hnos Ruiz S.L.","2024-01-09","True","3.3"
"566","Habla Solo","Hogar","838.33","406.15","496","Manufacturas Codina S.Com.","2024-01-14","False","3.2"
"567","Época Cuatro","Hogar","495.53","49.68","119","Inversiones Pol y asociados S.Com.","2024-07-07","True","1.1"
"568","Esos Éste","Moda","10.68","459.36","103","Pallarès y Benito S.Com.","2023-11-18","True","2.4"
"569","Especialmente Otros","Hogar","919.59","422.92","165","Palma y Beltran S.A.","2025-05-19","True","1.1"
"570","Conocer Características","Juguetes","707.65","75.12","56","Sobrino & Asociados S.L.","2023-11-23","False","4.8"
"571","Su Sociedad","Deportes","707.49","332.76","300","Comercializadora Cárdenas y asociados S.L.","2024-11-21","True","2.3"
"572","Aspecto Ciencia","Deportes","145.09","82.96","485","Chaparro & Asociados S.Coop.","2025-05-03","False","4.2"
"573","Otra Fecha","Moda","652.69","91.23","495","Tecnologías Piña S.A.U","2024-12-02","False","1.9"
"574","Cama Jóvenes","Juguetes","816.31","192.3","375","Porfirio Solano Agudo S.Com.","2024-01-20","False","1.5"
"575","G Sigue","Libros","11.78","352.49","293","Cruz Almagro Villena S.Com.","2023-12-15","False","4.4"
"576","Fernando Población","Juguetes","42.06","303.18","471","Logística APF S.L.","2024-12-29","True","3.6"
"577","Sectores Acerca","Electrónicos","937.32","74.62","381","Logística ZW S.L.U.","2024-01-14","True","2.0"
"578","Ministro Energía","Deportes","176.21","443.23","45","Desarrollo Españolas S.A.","2025-08-04","False","2.8"
"579","Uno Haya","Deportes","217.59","348.12","179","Pombo y asociados S.L.","2024-04-21","False","4.1"
"580","Constitución Nos","Libros","11.27","196.04","375","Morcillo & Asociados S.A.","2024-05-04","False","4.9"
"581","Chile Pensar","Moda","498.15","192.46","279","Osuna y Alberdi S.Coop.","2025-06-24","False","1.4"
"582","Actividades Al","Moda","790.84","291.14","388","Inversiones HEC S.C.P","2024-05-25","True","1.7"
"583","Fuerzas Administración","Electrónicos","801.2","21.54","10","Frutos y asociados S.Com.","2024-11-14","False","2.0"
"584","Salud Quienes","Electrónicos","83.46","89.2","192","Cruz Gonzalo Robledo S.Com.","2023-12-04","True","3.9"
"585","Seguir Todos","Juguetes","942.42","489.13","173","Infraestructuras Gilabert y asociados S.Com.","2024-07-22","False","3.8"
"586","Estoy Primeros","Moda","943.02","86.67","455","Jenaro Cañete Sánchez S.Coop.","2023-10-29","False","1.6"
"587","Fuera Quien","Electrónicos","337.78","487.33","209","Cerro y Cabañas S.A.","2024-03-20","False","3.6"
"588","Afirmó Debido","Deportes","245.17","29.57","292","Hnos Mendizábal S.L.L.","2024-08-26","False","1.6"
"589","Políticos Mayo","Deportes","13.78","48.38","421","Adriana Taboada Coello S.L.N.E","2025-03-10","False","1.8"
"590","Destino Has","Electrónicos","214.88","320.9","500","Suministros FA S.A.","2024-04-08","True","2.9"
"591","Crisis Información","Electrónicos","315.27","201.75","250","Farmaceútica AP S.A.","2024-01-25","False","1.4"
"592","Estas Director","Juguetes","393.65","188.66","195","Carrera & Asociados S.L.L.","2024-11-06","False","1.7"
"593","Título Argentina","Electrónicos","270.66","235.2","115","Transportes del Sur S.L.N.E","2025-05-06","False","3.3"
"594","Niveles Nada","Hogar","754.71","335.4","43","Distribuciones Torrijos y asociados S.Coop.","2024-07-15","False","4.2"
"595","Productos Región","Moda","971.0","296.91","283","Construcción Carballo & Asociados S.A.","2025-08-24","True","4.4"
"596","Sentido Deseo","Juguetes","424.45","270.08","443","Servicios Linares S.Com.","2024-07-02","False","3.3"
"597","Hablar Hombres","Hogar","481.5","44.08","462","Construcción Internacionales S.L.","2025-01-01","True","3.0"
"598","Desde Dolor","Juguetes","802.45","340.38","317","Finanzas TVA S.A.","2025-08-14","True","1.5"
"599","Hospital Papel","Moda","181.15","492.26","497","Restauración del Mediterráneo S.Coop.","2025-07-11","True","4.2"
"600","Vez Partes","Hogar","52.25","43.79","349","Banca Privada Catalá S.L.","2024-05-23","False","1.8"
"601","Apoyo Por","Libros","156.4","299.55","163","Ezequiel Torrijos León S.L.","2025-09-10","True","1.3"
"602","Efecto Título","Juguetes","403.38","166.43","141","Soluciones VU S.A.","2025-04-10","False","4.7"
"603","Personal Pequeña","Electrónicos","788.69","313.41","267","Flor y Figueras S.Coop.","2024-08-05","False","1.5"
"604","Ayer Política","Hogar","156.72","296.03","388","Benavent y Plana S.L.N.E","2025-06-26","True","4.7"
"605","Carta Resulta","Juguetes","781.75","393.94","444","Gomis & Asociados S.Coop.","2025-03-12","False","4.5"
"606","Cantidad Cambios","Deportes","389.21","245.36","311","María Del Carmen Benitez Barranco S.L.","2025-06-29","False","1.1"
"607","Hacen Cualquier","Deportes","408.94","311.03","348","Hermanos Garcés S.L.","2023-11-12","False","1.2"
"608","Gracias Hicieron","Deportes","693.61","29.4","243","Suministros Arroyo S.Com.","2024-11-16","False","4.6"
"609","Corte Boca","Electrónicos","344.49","397.86","159","Transportes KIQ S.L.","2024-09-13","False","4.4"
"610","Ley Operación","Libros","688.0","486.39","116","Seco y asociados S.Com.","2024-05-12","True","2.2"
"611","Modelo Cambio","Libros","448.68","413.78","137","Céspedes y Chaves S.C.P","2025-10-26","False","3.4"
"612","García Siquiera","Electrónicos","196.06","109.64","421","Alcaraz y asociados S.A.D","2025-10-23","False","4.0"
"613","Presenta Acuerdo","Juguetes","868.52","411.4","263","Industrias FY S.Com.","2024-08-25","True","1.3"
"614","Parece Libros","Libros","511.73","72.15","435","Compañía Borrell y asociados S.C.P","2024-05-26","True","1.7"
"615","Ya Consumo","Hogar","838.61","128.5","233","Familia Gaya S.A.","2024-06-11","True","4.7"
"616","Fue Dólares","Libros","207.12","187.33","237","Grupo Montserrat S.L.L.","2024-08-19","False","3.5"
"617","Atrás Además","Electrónicos","684.36","124.76","250","Distribuciones QNA S.A.","2024-04-02","False","1.7"
"618","Rosa Imagen","Moda","591.01","178.13","83","Escribano & Asociados S.Coop.","2025-03-22","False","4.0"
"619","Etc Asimismo","Libros","99.49","18.59","25","Soluciones PMHI S.A.","2024-04-01","True","4.4"
"620","Papel Incluso","Hogar","858.54","325.45","346","Farmaceútica Rodrigo S.Com.","2025-06-06","True","2.1"
"621","Premio Visto","Moda","518.15","432.99","495","Teo Bernat Mascaró S.L.","2025-02-07","True","2.9"
"622","También Expresión","Hogar","650.9","302.57","4","Fábrica Noriega y asociados S.Coop.","2024-03-03","True","2.0"
"623","Posición Libertad","Deportes","715.61","356.14","140","Soluciones Tomas S.Coop.","2025-03-01","False","4.6"
"624","Tiempo Dos","Deportes","464.41","113.01","154","Tecnologías Alberdi & Asociados S.Com.","2025-01-07","False","3.3"
"625","Unidos Encuentro","Electrónicos","516.4","332.87","431","Ayuso & Asociados S.Com.","2024-10-21","False","3.2"
"626","Conjunto Humana","Juguetes","612.96","152.75","55","Restauración Torres S.L.","2025-02-06","False","1.3"
"627","Encuentran Diversas","Deportes","644.19","431.44","133","Comercializadora SQRD S.Coop.","2024-10-21","False","1.8"
"628","Director Principio","Juguetes","767.82","450.35","412","Lobato y Guerrero S.A.","2024-02-21","False","3.6"
"629","Política México","Libros","148.53","17.6","254","Montserrat Vera Calatayud S.C.P","2024-01-11","False","2.0"
"630","Donde Empresa","Moda","410.55","369.68","298","Jordana Abascal Salvà S.C.P","2025-06-21","True","2.4"
"631","Forma Ley","Libros","230.14","269.64","401","Finanzas DYWF S.Coop.","2025-04-02","False","4.6"
"632","Buen Total","Libros","364.91","153.6","87","León Gisbert Roura S.L.U.","2025-01-29","True","2.2"
"633","Comunicación Favor","Moda","136.66","133.03","413","Rosendo Páez Méndez S.L.N.E","2025-03-17","True","4.8"
"634","Viaje Conocer","Deportes","657.89","115.02","114","Tecnologías Iberia S.L.","2024-06-16","False","2.7"
"635","Local Quien","Deportes","377.97","294.86","237","Talleres XX S.C.P","2023-12-11","True","2.9"
"636","Libre Otro","Libros","587.74","472.43","36","Promociones del Noroeste S.C.P","2024-05-02","False","4.6"
"637","Hacía Estaban","Juguetes","128.62","341.95","271","Seco y Navarro S.A.","2024-03-17","False","2.7"
"638","Productos Presencia","Hogar","145.99","104.15","209","Comercial Ugarte S.A.","2025-08-02","False","1.6"
"639","Proyectos Pocos","Libros","188.55","45.0","170","Industrias del Noroeste S.A.","2025-04-30","True","2.3"
"640","Primer Estoy","Electrónicos","14.67","140.4","389","Transportes Castellana S.L.","2025-01-10","True","3.3"
"641","Señora Política","Hogar","494.68","382.97","45","Promociones Española S.L.","2023-12-22","True","3.5"
"642","Meses Juez","Libros","435.12","217.37","244","Abascal & Asociados S.L.","2023-12-24","False","1.0"
"643","Problema Máximo","Juguetes","207.42","189.69","7","Inmobiliaria Almansa y asociados S.L.N.E","2025-01-10","False","4.0"
"644","Dos Espera","Juguetes","198.67","339.99","320","Torrent & Asociados S.A.","2025-06-14","True","1.9"
"645","Programas Conjunto","Deportes","318.97","55.84","257","Comercial Medina S.Coop.","2024-02-27","False","1.7"
"646","Dónde Precisamente","Electrónicos","305.22","148.96","372","Valderrama y asociados S.Coop.","2024-04-12","False","2.7"
"647","Deja Hicieron","Libros","995.52","174.65","461","Familia Bernal S.C.P","2023-11-12","False","2.4"
"648","Unas María","Hogar","173.23","453.91","415","Sierra y Oller S.A.","2024-04-22","False","1.1"
"649","París Crisis","Hogar","729.9","69.95","375","Inversiones SO S.L.N.E","2025-03-25","True","3.4"
"650","Democracia Civil","Hogar","131.93","357.0","405","Roca y asociados S.L.L.","2025-03-04","True","2.5"
"651","Río Llega","Libros","263.23","269.69","24","Maximino Chaves Salamanca S.L.","2025-05-15","True","3.6"
"652","Vivir Nacional","Libros","837.76","28.88","59","Grupo Yáñez S.Com.","2024-04-19","False","2.8"
"653","Viaje Orden","Electrónicos","551.81","239.83","78","Comercializadora Rey S.Com.","2024-06-27","True","3.8"
"654","Falta Fuerza","Libros","19.21","213.33","51","Minería FF S.L.","2025-08-20","False","3.5"
"655","Además Vuelta","Libros","145.79","416.17","53","Minería Internacionales S.L.L.","2025-03-19","True","2.1"
"656","Siguiente Tuvo","Electrónicos","502.76","306.46","398","Roman y Oller S.L.","2023-12-27","False","4.3"
"657","Pueden Jóvenes","Hogar","364.34","207.83","82","Talleres Somoza & Asociados S.L.","2024-10-26","True","3.2"
"658","Diferencia Fuerte","Hogar","691.32","242.93","120","Fábrica Cózar y asociados S.Com.","2025-03-14","True","1.1"
"659","Marzo Tipo","Electrónicos","907.81","418.44","342","Comercial JTUE S.L.L.","2024-09-08","False","1.6"
"660","Dónde Llega","Electrónicos","781.73","42.15","370","Suministros Borrego y asociados S.L.","2025-06-02","True","4.6"
"661","Superior Social","Libros","238.85","494.39","151","Comercial Nuñez y asociados S.L.","2025-09-27","False","2.9"
"662","Amigos Imposible","Electrónicos","815.05","437.7","436","Comercializadora CA S.Coop.","2024-02-02","False","2.4"
"663","Fin Interior","Libros","319.58","370.58","48","Servicios Ibérica S.L.N.E","2024-01-17","True","1.0"
"664","Fecha Fueron","Hogar","666.72","89.4","183","Jorge Mate Moreno S.Coop.","2024-05-29","False","4.8"
"665","Dentro Dirección","Deportes","879.69","51.01","417","Finanzas del Levante S.A.U","2024-05-12","False","1.7"
"666","Hacer Lucha","Moda","406.25","230.99","427","Compañía Morcillo S.Coop.","2025-01-09","False","3.8"
"667","Lejos Están","Moda","801.9","326.18","408","Comercializadora Quevedo y asociados S.L.","2025-05-14","True","1.5"
"668","Pedro Casos","Libros","729.15","490.88","432","María Fernanda Mascaró Yuste S.Com.","2025-08-02","True","1.4"
"669","Punto Cuadro","Juguetes","487.85","286.63","224","Consultoría SZB S.L.","2024-09-02","True","3.4"
"670","Medios Aquellos","Deportes","615.24","431.98","450","Familia Amor S.C.P","2025-05-10","True","2.9"
"671","Has Cambio","Moda","121.81","208.59","23","Irma Vargas Laguna S.A.T.","2024-10-06","True","2.0"
"672","Tener Era","Deportes","22.24","434.82","268","Hotel Martin S.L.","2025-01-29","True","4.9"
"673","Arte América","Libros","874.41","261.95","352","Soluciones Nieto & Asociados S.L.N.E","2024-12-17","True","2.7"
"674","Único Actividades","Libros","256.09","176.15","346","Hnos Vargas S.A.","2024-07-13","False","1.6"
"675","Empresa Europa","Juguetes","893.14","308.39","5","Tecnologías Flor & Asociados S.Com.","2025-03-21","True","3.0"
"676","Sólo Abril","Moda","853.35","435.36","38","Hermanos Fabregat S.Com.","2024-06-10","False","2.3"
"677","Carácter Efecto","Deportes","970.44","29.92","114","Consultoría Españolas S.Com.","2025-08-17","False","2.6"
"678","Dios Partidos","Hogar","88.04","224.87","293","Estrada y Benet S.C.P","2023-11-30","False","1.4"
"679","Chile Padres","Moda","452.6","63.76","254","Alondra Rueda Puerta S.A.U","2025-02-19","True","1.4"
"680","Efecto Pequeña","Moda","45.47","276.8","422","Josué Rosa Reig S.A.","2023-12-13","True","4.2"
"681","Riesgo Españoles","Juguetes","641.16","445.6","287","Hotel Peinado S.L.","2024-03-09","True","3.6"
"682","Imágenes Llegado","Moda","950.85","184.85","27","Hermanos Cadenas S.A.","2025-06-29","True","4.4"
"683","Intereses Encontrar","Deportes","564.55","311.78","242","Construcción Espejo y asociados S.A.T.","2024-06-19","False","3.9"
"684","Proyecto Cultura","Electrónicos","106.46","331.16","1","Adelaida Rovira Fernández S.Com.","2024-12-01","False","2.4"
"685","Televisión Zonas","Libros","964.79","149.53","267","Talleres Priego S.L.","2025-10-07","False","3.8"
"686","Etc Flores","Electrónicos","897.91","248.75","420","Comercial Montes S.L.N.E","2024-08-28","False","1.4"
"687","Opinión Estilo","Juguetes","203.96","64.77","436","Grupo Zamora S.A.","2024-08-01","False","1.9"
"688","Iglesia Alto","Hogar","719.62","58.34","212","Ros y Mendez S.L.","2025-07-25","True","4.7"
"689","Embargo Hora","Libros","592.92","387.21","230","Consultoría CGZY S.A.","2025-05-25","False","3.6"
"690","Valor Acto","Juguetes","143.29","251.92","271","Transportes Inteligentes S.Com.","2025-09-14","True","3.2"
"691","Seis A","Moda","840.43","244.05","260","Escrivá y Román S.A.","2025-09-01","True","3.8"
"692","M Tú","Hogar","733.19","68.55","198","Martirio Alba Aller S.Com.","2024-09-24","False","3.0"
"693","Misma Voluntad","Moda","424.48","306.45","354","Manzanares y Luque S.A.","2025-08-18","True","2.1"
"694","Dado La","Deportes","970.79","229.16","68","Familia Arenas S.L.","2024-03-14","True","2.7"
"695","Blanca Algo","Libros","887.57","258.59","431","Transportes DMGD S.L.N.E","2025-08-27","False","3.8"
"696","Solo Dijo","Juguetes","636.26","104.44","319","Distribuciones ZFDI S.Coop.","2024-04-11","False","3.7"
"697","Popular Social","Libros","141.35","356.65","499","Talleres VFFE S.Coop.","2024-11-11","True","3.0"
"698","He Explicó","Libros","640.51","356.62","389","Alimentación Lobo y asociados S.Coop.","2025-09-01","False","3.2"
"699","Lleva Pero","Juguetes","574.93","335.24","213","Caparrós & Asociados S.Coop.","2024-01-15","False","4.5"
"700","Sido Ex","Moda","810.22","263.75","12","Inversiones del Mediterráneo S.Coop.","2025-03-03","False","1.6"
"701","Proyecto Energía","Libros","66.04","137.15","402","Farmaceútica Cárdenas y asociados S.A.","2024-03-05","True","4.9"
"702","Ayer Quiere","Libros","258.06","420.49","353","Valenzuela y Montesinos S.A.","2025-06-07","False","1.8"
"703","Puerta Mejores","Juguetes","41.98","407.94","52","Gonzalez y Arellano S.Com.","2024-12-26","True","4.0"
"704","Cualquier Carne","Juguetes","395.0","257.91","407","Peiró y Vergara S.L.","2024-07-13","False","3.8"
"705","Club Deben","Electrónicos","927.22","196.84","489","Iglesia & Asociados S.L.N.E","2024-08-23","False","4.9"
"706","Rosa Francisco","Electrónicos","22.84","129.41","317","Manufacturas Ibéricos S.A.","2025-04-18","False","4.3"
"707","Llamado Asunto","Libros","707.58","325.58","386","Despacho del Levante S.L.U.","2024-07-15","True","4.1"
"708","R Hija","Hogar","301.24","92.83","349","Infraestructuras Gelabert & Asociados S.A.T.","2024-04-08","True","1.7"
"709","Encima Menos","Hogar","737.73","64.08","20","Alimentación Amores y asociados S.Coop.","2024-09-21","False","2.1"
"710","Ciencia Carta","Deportes","138.77","294.07","130","Minería Cantón & Asociados S.L.","2024-11-28","True","2.3"
"711","Siquiera Asunto","Libros","938.12","24.77","475","Alimentación Luna S.L.N.E","2025-06-30","False","3.4"
"712","Justicia Madrid","Libros","619.45","332.64","251","Fábrica Cañizares & Asociados S.Coop.","2025-01-04","False","1.3"
"713","Mejor Fiscal","Libros","324.68","113.88","94","Hermanos Marco S.L.L.","2025-01-16","True","4.1"
"714","Trabajo Dicen","Hogar","421.77","270.83","47","Comercial Castells S.A.","2024-10-05","False","1.9"
"715","Datos Algunos","Hogar","666.7","168.88","150","Solís y asociados S.C.P","2024-09-27","True","4.8"
"716","Plazo Francisco","Juguetes","535.19","498.33","421","Compañía Figueras S.L.N.E","2025-10-25","True","1.5"
"717","Derecho Causa","Deportes","451.21","452.73","314","Boix & Asociados S.A.D","2023-11-20","True","4.8"
"718","Hicieron Cine","Libros","886.8","193.78","407","Alimentación WSX S.L.L.","2023-11-14","True","2.5"
"719","Sigue Otras","Juguetes","726.74","17.23","264","León y asociados S.L.N.E","2024-08-08","False","3.1"
"720","Técnica Cama","Juguetes","451.1","26.71","459","Construcción YRQ S.Coop.","2024-06-13","True","2.3"
"721","Había Iglesia","Electrónicos","948.73","87.86","489","Hotel Puente y asociados S.A.","2024-07-19","True","3.5"
"722","Militares Cuerpo","Hogar","673.63","387.92","442","Despacho Múñiz & Asociados S.Com.","2025-01-26","False","4.3"
"723","Autoridades He","Hogar","542.38","352.86","499","Minería Cobos S.Com.","2024-11-10","False","3.6"
"724","Base Respecto","Electrónicos","749.42","81.11","235","Logística Espinosa & Asociados S.C.P","2024-01-03","False","1.2"
"725","Difícil Comunicación","Electrónicos","63.73","398.14","285","Industrias Arcos S.Coop.","2024-03-05","True","3.3"
"726","Tener Conocer","Hogar","911.88","206.78","230","Nicodemo Sanjuan Paniagua S.A.","2025-05-02","False","2.7"
"727","Quien Hacer","Electrónicos","395.61","63.56","3","Manufacturas Acedo S.L.N.E","2024-05-03","True","4.0"
"728","Luis Sólo","Juguetes","55.06","424.88","183","Grupo Galindo S.C.P","2025-03-26","True","2.2"
"729","Producto Cinco","Libros","308.34","47.82","391","Alberdi y Lobo S.A.T.","2024-11-22","False","2.5"
"730","Niños Solamente","Libros","40.51","82.38","112","Planas & Asociados S.Com.","2024-10-09","True","4.0"
"731","Fuerte Además","Juguetes","302.03","318.85","152","Rufina Bárcena Echevarría S.Com.","2025-06-08","False","4.8"
"732","Alto Tú","Electrónicos","557.99","279.76","63","Transportes Bonilla S.Com.","2024-02-27","True","1.0"
"733","Siguientes Voluntad","Juguetes","400.14","276.03","43","Lara Barrio Bosch S.A.","2025-09-20","False","1.8"
"734","Qué Eso","Libros","904.51","175.21","211","Banca Privada Pujadas & Asociados S.L.","2025-01-26","True","1.6"
"735","Cambios Contra","Hogar","620.72","130.11","58","Hermanos Correa S.L.","2024-01-16","True","3.7"
"736","Importantes Doctor","Juguetes","853.73","426.44","477","Compañía Menéndez S.L.","2024-12-31","False","3.6"
"737","Había Paciente","Electrónicos","297.75","38.34","50","Grupo Monreal S.A.T.","2024-04-25","True","3.9"
"738","Pregunta Cosa","Moda","952.02","181.78","343","Manufacturas Zorrilla y asociados S.L.","2024-02-29","True","1.4"
"739","Juez Abril","Juguetes","79.11","100.78","248","Olga Cantón Girona S.L.","2025-06-28","False","2.3"
"740","Teatro Fecha","Libros","312.62","294.16","289","Instalaciones Internacionales S.L.","2024-11-17","False","4.2"
"741","Cuerpo Resultado","Moda","176.95","160.04","402","Comercializadora Piñol S.A.","2024-05-05","True","3.8"
"742","Chile Viaje","Libros","441.76","420.85","68","Compañía Goñi y asociados S.L.","2024-11-22","False","4.5"
"743","Produce Era","Moda","450.9","388.51","249","Grande y Izquierdo S.L.N.E","2024-09-23","True","1.7"
"744","Alguna Presencia","Juguetes","91.15","143.9","423","Consultoría Alberto & Asociados S.Coop.","2024-04-19","True","4.6"
"745","García Entrada","Hogar","270.6","443.74","39","Mirta Alberto Rodrigo S.L.L.","2025-04-17","True","4.6"
"746","Tratamiento Quizá","Juguetes","635.31","407.26","296","Manufacturas Amo & Asociados S.Com.","2024-09-25","False","4.1"
